,Name,Age,Three_rtg,Two_rtg,Free_throw_rtg,Pass_rtg,draw_foul_rtg,take_three_prob,take_two_prob,make_ast_prob,turnover_prob,stamina,usageRate,rebound_rtg,steal_rtg,block_rtg,height,team
380,Klay Thompson,33,91,66,91,76,77,98,70,62,70,88,70,69,48,67,78,GSW
381,JT Thor,21,60,47,53,44,45,28,22,7,75,62,1,59,10,57,80,CHO
382,Matisse Thybulle,26,74,60,75,64,50,66,16,41,37,77,2,56,99,86,77,POR
383,Obi Toppin,25,82,87,74,68,69,57,57,48,48,75,36,76,39,67,81,IND
384,Karl-Anthony Towns,28,93,83,87,82,94,82,89,72,84,92,84,95,56,82,83,MIN
385,Gary Trent Jr,25,91,59,70,68,62,88,62,48,37,83,41,59,82,32,76,TOR
386,Oscar Tshiebwe,24,44,60,75,42,62,3,37,4,98,52,92,55,19,16,79,IND
387,PJ Tucker,38,54,43,65,46,43,27,2,11,58,66,0,64,39,32,76,TOT
388,Myles Turner,27,73,90,78,64,92,70,82,41,91,83,73,93,39,98,82,IND
389,Jonas Valanciunas,31,65,89,80,76,85,31,81,62,66,79,65,96,28,91,83,NOP
390,Jarred Vanderbilt,24,55,76,66,62,67,22,44,37,81,73,6,84,92,32,80,LAL
391,Fred VanVleet,29,90,62,86,97,87,95,69,98,3,98,75,74,92,86,72,HOU
392,Devin Vassell,23,89,79,79,88,87,90,85,82,28,92,78,76,88,57,77,SAS
393,Nikola Vucevic,33,65,83,84,84,73,71,94,75,39,95,69,97,56,86,82,CHI
394,Dean Wade,27,84,61,76,52,50,67,5,21,43,74,0,77,56,67,81,CLE
395,Franz Wagner,22,68,85,84,88,93,78,90,81,50,93,83,87,82,57,81,ORL
396,Moritz Wagner,26,60,90,80,62,86,29,70,37,87,71,70,82,39,45,82,ORL
397,Jabari Walker,21,56,75,76,54,81,39,62,24,87,76,32,91,48,57,79,POR
398,Jarace Walker,20,74,47,85,62,45,36,24,37,30,57,53,53,39,57,78,IND
399,Lonnie Walker IV,25,92,60,77,66,67,80,57,45,72,71,74,57,56,45,76,BRK
400,Cason Wallace,20,85,75,79,66,47,54,35,45,18,74,7,57,65,57,74,OKC
401,Jordan Walsh,19,44,51,65,46,41,21,3,11,87,55,0,64,39,45,78,BOS
402,PJ Washington,25,73,80,71,74,79,84,69,59,71,88,50,86,74,82,78,TOT
403,TyTy Washington Jr,22,58,40,65,41,41,18,8,2,96,51,31,40,28,4,74,MIL
404,Yuta Watanabe,29,60,55,58,44,50,50,9,7,95,64,5,51,28,32,80,TOT
405,Trendon Watford,23,63,74,88,62,65,22,48,37,56,60,64,61,19,45,79,BRK
406,Peyton Watson,21,63,74,67,56,71,43,51,28,71,71,31,66,48,91,79,DEN
407,Victor Wembanyama,20,75,81,80,85,94,80,91,77,84,86,94,97,94,100,88,SAS
408,Blake Wesley,20,45,78,65,81,67,21,37,69,8,63,59,47,39,32,75,SAS
409,Russell Westbrook,35,57,74,67,89,82,49,77,84,36,76,86,85,88,57,74,LAC
410,Coby White,23,90,75,84,93,89,94,83,89,32,98,75,83,56,32,75,CHI
411,Derrick White,29,92,76,89,92,80,90,63,88,13,91,64,78,82,95,75,BOS
412,Cam Whitmore,19,78,77,67,46,82,73,66,11,96,70,79,76,48,45,78,HOU
413,Aaron Wiggins,25,82,78,77,54,58,33,40,24,68,65,24,58,48,32,76,OKC
414,Andrew Wiggins,28,72,73,72,72,83,59,77,54,72,82,58,79,48,67,79,GSW
415,Grant Williams,25,81,65,76,73,75,73,43,57,75,84,23,77,48,67,78,TOT
416,Jalen Williams,22,89,86,81,90,88,63,89,85,22,90,77,77,88,67,76,OKC
417,Jaylin Williams,21,72,48,82,64,50,43,15,41,10,62,20,68,28,57,81,OKC
418,Kenrich Williams,29,76,59,30,64,43,41,22,41,10,65,11,65,39,16,78,OKC
419,Mark Williams,22,44,93,71,62,89,3,82,37,76,82,38,96,65,93,84,CHO
420,Patrick Williams,22,84,63,78,68,72,63,63,48,83,83,27,76,74,86,79,CHI
421,Vince Williams Jr,23,81,68,80,85,84,70,48,76,47,84,48,88,74,82,76,MEM
422,Ziaire Williams,22,66,61,82,68,72,67,53,48,83,74,55,71,56,32,80,MEM
423,Zion Williamson,23,61,90,69,93,97,12,99,89,39,89,93,88,74,76,78,NOP
424,Jalen Wilson,23,69,52,92,58,60,33,31,32,19,65,19,62,19,4,77,BRK
425,Dylan Windler,27,79,40,65,48,41,22,0,15,95,50,86,41,1,4,78,TOT
426,James Wiseman,22,44,87,63,50,69,3,56,18,91,66,28,81,10,76,83,DET
427,Christian Wood,28,61,77,70,56,77,47,44,28,87,69,46,85,19,82,81,LAL
428,Delon Wright,31,70,49,82,78,62,27,37,65,0,65,43,52,88,45,76,TOT
429,Thaddeus Young,35,42,83,35,74,53,10,51,59,5,66,23,69,65,16,78,TOT
430,Trae Young,25,88,71,85,98,98,99,89,99,27,98,98,62,96,32,72,ATL
431,Omer Yurtseven,25,50,73,53,46,47,16,31,11,94,56,30,72,5,57,82,UTA
432,Ivica Zubac,26,44,93,68,64,84,3,79,41,84,81,32,96,10,95,83,LAC
